Model,Displ,Cyl,Trans,Drive,Fuel,Sales Area,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay
TOYOTA Tacoma,2.4,4,Auto-4,2WD,Gasoline,CL,LEV,LEV,YTYXT02.4FFJ,pickup,2,19,22,20,6,no
TOYOTA Tacoma,2.4,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YTYXT02.4FFJ,pickup,2,19,24,21,6,no
TOYOTA Tacoma,2.7,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTYXT02.7FFJ,pickup,2,17,20,18,5,no
TOYOTA Tacoma,2.7,4,Man-5,4WD,Gasoline,CL,LEV,LEV,YTYXT02.7FFJ,pickup,2,15,19,17,4,no
TOYOTA Tacoma,2.7,4,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YTYXT02.7FFJ,pickup,2,17,20,18,5,no
TOYOTA Tacoma,3.4,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTYXT03.4FFH,pickup,2,16,20,17,4,no
TOYOTA Tacoma,3.4,6,Man-5,2WD,Gasoline,CL,LEV,LEV,YTYXT03.4FFH,pickup,2,17,22,19,5,no
TOYOTA Tacoma,2.7,4,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YTYXT02.7FFR,pickup,1,17,20,18,5,no
TOYOTA Tacoma,3.4,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTYXT03.4FFR,pickup,1,16,20,17,4,no
TOYOTA Tacoma,3.4,6,Man-5,4WD,Gasoline,CL,LEV,LEV,YTYXT03.4FFR,pickup,1,15,18,16,4,no
TOYOTA Tacoma,3.4,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YTYXT03.4FFR,pickup,1,15,18,16,4,no
TOYOTA Tacoma,2.4,4,Auto-4,2WD,Gasoline,FA,T1,TIER 1,YTYXT02.4XBH,pickup,0,19,22,20,6,no
TOYOTA Tacoma,2.4,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YTYXT02.4XBH,pickup,0,19,24,21,6,no
TOYOTA Tacoma,2.7,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTYXT02.7XBH,pickup,0,17,20,18,5,no
TOYOTA Tacoma,2.7,4,Man-5,4WD,Gasoline,FA,T1,TIER 1,YTYXT02.7XBH,pickup,0,15,19,17,4,no
TOYOTA Tacoma,2.7,4,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YTYXT02.7XBH,pickup,0,17,20,18,5,no
TOYOTA Tacoma,2.7,4,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YTYXT02.7XBP,pickup,0,17,20,18,5,no
TOYOTA Tacoma,3.4,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTYXT03.4XBP,pickup,0,16,20,17,4,no
TOYOTA Tacoma,3.4,6,Man-5,4WD,Gasoline,FA,T1,TIER 1,YTYXT03.4XBP,pickup,0,15,18,16,4,no
TOYOTA Tacoma,3.4,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YTYXT03.4XBP,pickup,0,15,18,16,4,no
TOYOTA Tundra,3.4,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTYXT03.4FFR,pickup,1,15,18,16,4,no
TOYOTA Tundra,3.4,6,Man-5,2WD,Gasoline,CL,LEV,LEV,YTYXT03.4FFR,pickup,1,15,18,16,4,no
TOYOTA Tundra,3.4,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YTYXT03.4FFR,pickup,1,14,16,15,3,no
TOYOTA Tundra,3.4,6,Man-5,4WD,Gasoline,CL,LEV,LEV,YTYXT03.4FFR,pickup,1,14,16,15,3,no
TOYOTA Tundra,4.7,8,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YTYXT04.7GXW,pickup,1,14,17,15,3,no
TOYOTA Tundra,4.7,8,Auto-L4,4WD,Gasoline,CA,LEV,LEV,YTYXT04.7GXW,pickup,1,13,16,14,2,no
TOYOTA Tundra,3.4,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTYXT03.4XBP,pickup,0,15,18,16,4,no
TOYOTA Tundra,3.4,6,Man-5,2WD,Gasoline,FA,T1,TIER 1,YTYXT03.4XBP,pickup,0,15,18,16,4,no
TOYOTA Tundra,3.4,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YTYXT03.4XBP,pickup,0,14,16,15,3,no
TOYOTA Tundra,3.4,6,Man-5,4WD,Gasoline,FA,T1,TIER 1,YTYXT03.4XBP,pickup,0,14,16,15,3,no
TOYOTA Tundra,4.7,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTYXT04.7GXW,pickup,0,14,17,15,3,no
TOYOTA Tundra,4.7,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTYXT04.7XBV,pickup,0,14,17,15,3,no
TOYOTA Tundra,4.7,8,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YTYXT04.7GXW,pickup,0,13,16,14,2,no
TOYOTA Tundra,4.7,8,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YTYXT04.7XBV,pickup,0,13,16,14,2,no
VOLKSWAGEN Cabrio,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YVWXV02.0227,small car,2,19,26,22,6,no
VOLKSWAGEN Cabrio,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YVWXV02.0227,small car,2,21,28,24,7,no
VOLKSWAGEN Eurovan,2.8,6,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YVWXT02.8225,minivan,0,13,18,15,3,no
VOLKSWAGEN Eurovan Camper,2.8,6,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YVWXT02.8225,special purpose,0,13,17,14,2,no
VOLKSWAGEN GTI,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YVWXV02.0227,small car,2,19,26,22,6,no
VOLKSWAGEN GTI,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YVWXV02.0227,small car,2,21,28,24,7,no
VOLKSWAGEN GTI,2.8,6,Man-5,2WD,Gasoline,CL,LEV,LEV,YVWXV02.8224,small car,2,18,26,21,6,no
VOLKSWAGEN GTI,1.8,4,Auto-L4,2WD,Gasoline,CL,TLEV,TLEV,YADXV01.8336,small car,1,19,26,22,6,no
VOLKSWAGEN GTI,1.8,4,Man-5,2WD,Gasoline,CL,TLEV,TLEV,YADXV01.8336,small car,1,21,28,24,7,no
VOLKSWAGEN GTI,2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YVWXV02.0222,small car,0,19,26,22,6,no
VOLKSWAGEN GTI,2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YVWXV02.0222,small car,0,21,28,24,7,no
VOLKSWAGEN Golf,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YVWXV02.0227,small car,2,19,26,22,6,no
VOLKSWAGEN Golf,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YVWXV02.0227,small car,2,21,28,24,7,no
VOLKSWAGEN Golf,1.8,4,Auto-L4,2WD,Gasoline,CL,TLEV,TLEV,YADXV01.8336,small car,1,19,26,22,6,no
VOLKSWAGEN Golf,1.8,4,Man-5,2WD,Gasoline,CL,TLEV,TLEV,YADXV01.8336,small car,1,21,28,24,7,no
VOLKSWAGEN Golf,1.9,4,Auto-L4,2WD,diesel,CL,T1,TIER 1,YVWXV01.9233,small car,0,29,40,33,8,no
VOLKSWAGEN Golf,1.9,4,Man-5,2WD,diesel,CL,T1,TIER 1,YVWXV01.9233,small car,0,35,44,38,9,no
VOLKSWAGEN Golf,2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YVWXV02.0222,small car,0,19,26,22,6,no
VOLKSWAGEN Golf,2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YVWXV02.0222,small car,0,21,28,24,7,no
VOLKSWAGEN Jetta,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YVWXV02.0227,small car,2,19,26,22,6,no
VOLKSWAGEN Jetta,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YVWXV02.0227,small car,2,21,28,24,7,no
VOLKSWAGEN Jetta,2.8,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YVWXV02.8224,small car,2,17,24,19,5,no
VOLKSWAGEN Jetta,2.8,6,Man-5,2WD,Gasoline,CL,LEV,LEV,YVWXV02.8224,small car,2,17,26,20,6,no
VOLKSWAGEN Jetta,1.8,4,Auto-L4,2WD,Gasoline,CL,TLEV,TLEV,YADXV01.8336,small car,1,19,26,22,6,no
VOLKSWAGEN Jetta,1.8,4,Man-5,2WD,Gasoline,CL,TLEV,TLEV,YADXV01.8336,small car,1,21,28,24,7,no
VOLKSWAGEN Jetta,1.9,4,Auto-L4,2WD,diesel,CL,T1,TIER 1,YVWXV01.9233,small car,0,29,40,33,8,no
VOLKSWAGEN Jetta,1.9,4,Man-5,2WD,diesel,CL,T1,TIER 1,YVWXV01.9233,small car,0,35,44,38,9,no
VOLKSWAGEN Jetta,2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YVWXV02.0222,small car,0,19,26,22,6,no
VOLKSWAGEN Jetta,2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YVWXV02.0222,small car,0,21,28,24,7,no
VOLKSWAGEN New Beetle,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YVWXV02.0227,small car,2,19,26,22,6,no
VOLKSWAGEN New Beetle,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YVWXV02.0227,small car,2,21,28,24,7,no
VOLKSWAGEN New Beetle,1.8,4,Auto-L4,2WD,Gasoline,CL,TLEV,TLEV,YVWXV01.8228,small car,1,19,25,22,6,no
VOLKSWAGEN New Beetle,1.8,4,Man-5,2WD,Gasoline,CL,TLEV,TLEV,YVWXV01.8228,small car,1,22,28,24,7,no
VOLKSWAGEN New Beetle,1.9,4,Auto-L4,2WD,diesel,CL,T1,TIER 1,YVWXV01.9233,small car,0,29,40,33,8,no
VOLKSWAGEN New Beetle,1.9,4,Man-5,2WD,diesel,CL,T1,TIER 1,YVWXV01.9233,small car,0,35,44,38,9,no
VOLKSWAGEN New Beetle,2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YVWXV02.0222,small car,0,19,26,22,6,no
VOLKSWAGEN New Beetle,2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YVWXV02.0222,small car,0,21,28,24,7,no
VOLKSWAGEN Passat,1.8,4,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YADXV01.8332,midsize car,2,18,27,21,6,no
VOLKSWAGEN Passat,1.8,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YADXV01.8332,midsize car,2,21,29,24,7,no
VOLKSWAGEN Passat,2.8,6,Auto-L5,4WD,Gasoline,CL,LEV,LEV,YADXV02.8334,midsize car,2,15,22,18,5,no
VOLKSWAGEN Passat,2.8,6,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YADXV02.8334,midsize car,2,16,24,19,5,no
VOLKSWAGEN Passat,2.8,6,Man-5,2WD,Gasoline,CL,LEV,LEV,YADXV02.8334,midsize car,2,18,26,21,6,no
VOLKSWAGEN Passat Wagon,1.8,4,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YADXV01.8332,station wagon,2,18,27,21,6,no
VOLKSWAGEN Passat Wagon,1.8,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YADXV01.8332,station wagon,2,21,29,24,7,no
VOLKSWAGEN Passat Wagon,2.8,6,Auto-L5,4WD,Gasoline,CL,LEV,LEV,YADXV02.8334,station wagon,2,15,22,18,5,no
VOLKSWAGEN Passat Wagon,2.8,6,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YADXV02.8334,station wagon,2,16,24,19,5,no
VOLKSWAGEN Passat Wagon,2.8,6,Man-5,2WD,Gasoline,CL,LEV,LEV,YADXV02.8334,station wagon,2,18,26,21,6,no
VOLVO C70 Convertible,2.3,5,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YVVXV2.43PA3,small car,2,17,23,19,5,no
VOLVO C70 Convertible,2.3,5,Man-5,2WD,Gasoline,NF,LEV,LEV,YVVXV2.43PA3,small car,2,18,24,20,6,no
VOLVO C70 Convertible,2.4,5,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YVVXV2.43PA3,small car,2,17,24,19,5,no
VOLVO C70 Coupe,2.3,5,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YVVXV2.43PA3,small car,2,17,25,20,6,no
VOLVO C70 Coupe,2.3,5,Man-5,2WD,Gasoline,NF,LEV,LEV,YVVXV2.43PA3,small car,2,18,25,21,6,no
VOLVO C70 Coupe,2.4,5,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YVVXV2.43PA3,small car,2,17,24,20,6,no
VOLVO S40,1.9,4,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YVVXV1.95MJ1,small car,2,19,26,21,6,no
VOLVO S70,2.3,5,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YVVXV2.43PA3,midsize car,2,17,25,20,6,no
VOLVO S70,2.3,5,Man-5,2WD,Gasoline,NF,LEV,LEV,YVVXV2.43PA3,midsize car,2,18,25,21,6,no
VOLVO S70,2.4,5,Auto-L4,4WD,Gasoline,NF,LEV,LEV,YVVXV2.43PA3,midsize car,2,16,23,19,5,no
VOLVO S70,2.4,5,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YVVXV2.43PA3,midsize car,2,17,24,20,6,no
VOLVO S70,2.4,5,Auto-L5,2WD,Gasoline,NF,LEV,LEV,YVVXV2.43TF3,midsize car,2,18,26,21,6,no
VOLVO S70,2.4,5,Man-5,2WD,Gasoline,NF,LEV,LEV,YVVXV2.43TF3,midsize car,2,19,26,22,6,no
VOLVO S80,2.9,6,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YVVXV2.92BU3,midsize car,2,16,24,19,5,no
VOLVO S80,2.8,6,Auto-L4,2WD,Gasoline,CL,TLEV,TLEV,YVVXV2.78EN3,midsize car,1,16,23,18,5,no
VOLVO V40,1.9,4,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YVVXV1.95MJ1,station wagon,2,19,26,21,6,no
VOLVO V70,2.3,5,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YVVXV2.43PA3,station wagon,2,17,25,20,6,no
VOLVO V70,2.3,5,Man-5,2WD,Gasoline,NF,LEV,LEV,YVVXV2.43PA3,station wagon,2,18,25,21,6,no
VOLVO V70,2.4,5,Auto-L5,4WD,Gasoline,NF,LEV,LEV,YVVXV2.43PA3,station wagon,2,16,22,18,5,no
VOLVO V70,2.4,5,Auto-L4,4WD,Gasoline,NF,LEV,LEV,YVVXV2.43PA3,station wagon,2,16,23,19,5,no
VOLVO V70,2.4,5,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YVVXV2.43PA3,station wagon,2,17,24,20,6,no
VOLVO V70,2.4,5,Auto-L5,2WD,Gasoline,NF,LEV,LEV,YVVXV2.43TF3,station wagon,2,18,26,21,6,no
VOLVO V70,2.4,5,Man-5,2WD,Gasoline,NF,LEV,LEV,YVVXV2.43TF3,station wagon,2,19,26,22,6,no
WINNEBAGO H-Body,2.8,,,2WD,Gasoline,CL,T1,TIER 1,YWBXT02.8225,special purpose,0,N/A,N/A,N/A,N/A,no
