Model,Displ,Cyl,Trans,Drive,Fuel,Sales Area,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay
FORD Ranger FFV,3,6,Auto-L4,4WD,ethanol/gas,FA,T1,TIER 1,YFMXT03.02BB,pickup,0,10/14,13/18,11/15,5/3,no
FORD Ranger FFV,3,6,Man-5,4WD,Gasoline,FA,T1,TIER 1,YFMXT03.02BB,pickup,0,15,20,17,4,no
FORD Ranger FFV,3,6,Auto-L4,2WD,ethanol/gas,CE,TLEV,TLEV,YFMXT03.01D5,pickup,N/A,11/15,15/20,12/17,3/4,no
FORD Ranger FFV,3,6,Man-5,2WD,ethanol/gas,CE,TLEV,TLEV,YFMXT03.01D5,pickup,N/A,12/16,16/21,13/18,4/5,no
FORD Taurus,3,6,Auto-L4,2WD,ethanol/gas,NF,LEV,LEV,YFMXV03.0VF9,large car,2/2,12/17,19/26,15/20,7/6,no
FORD Taurus,3,6,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YFMXV03.0VF5,large car,2,17,26,20,6,no
FORD Taurus,3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YFMXV03.0VF3,large car,2,17,26,20,6,no
FORD Taurus,3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YFMXV03.0VBK,large car,0,17,26,20,6,no
FORD Taurus,3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YFMXV03.0VBK,large car,0,17,26,20,6,no
FORD Taurus Wagon,3,6,Auto-L4,2WD,ethanol/gas,NF,LEV,LEV,YFMXV03.0VF9,station wagon,2/2,12/17,18/25,14/20,7/6,no
FORD Taurus Wagon,3,6,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YFMXV03.0VF5,station wagon,2,17,24,19,5,no
FORD Taurus Wagon,3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YFMXV03.0VF3,station wagon,2,17,25,20,6,no
FORD Taurus Wagon,3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YFMXV03.0VBK,station wagon,0,17,24,19,5,no
FORD Windstar,3.8,6,Auto-L4,2WD,Gasoline,CL,ULEV,ULEV,YFMXT03.82JC,minivan,2,15,21,17,4,no
FORD Windstar,3,6,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YFMXT03.02F5,minivan,1,15,21,17,4,no
FORD Windstar,3.8,6,Auto-L4,2WD,Gasoline,NL+CF,LEV,LEV,YFMXT03.82FF,minivan,1,15,21,17,4,no
FORD Windstar Cargo Van,3.8,6,Auto-L4,2WD,Gasoline,CL,ULEV,ULEV,YFMXT03.82JC,minivan,2,16,21,18,5,no
FORD Windstar Cargo Van,3,6,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YFMXT03.02F5,minivan,1,15,21,17,4,no
FORD Windstar Cargo Van,3.8,6,Auto-L4,2WD,Gasoline,NL+CF,LEV,LEV,YFMXT03.82FF,minivan,1,16,21,18,5,no
GMC Jimmy,4.3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXT04.3188,SUV,1,15,20,17,4,no
GMC Jimmy,4.3,6,Man-5,2WD,Gasoline,CL,LEV,LEV,YGMXT04.3188,SUV,1,15,21,18,5,no
GMC Jimmy,4.3,6,Man-5,4WD,Gasoline,CL,LEV,LEV,YGMXT04.3188,SUV,1,13,16,15,3,no
GMC Jimmy,4.3,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YGMXT04.3188,SUV,1,14,18,16,4,no
GMC Jimmy,4.3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT04.3182,SUV,0,15,20,17,4,no
GMC Jimmy,4.3,6,Man-5,2WD,Gasoline,FA,T1,TIER 1,YGMXT04.3182,SUV,0,15,21,18,5,no
GMC Jimmy,4.3,6,Man-5,4WD,Gasoline,FA,T1,TIER 1,YGMXT04.3182,SUV,0,13,16,15,3,no
GMC Jimmy,4.3,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YGMXT04.3182,SUV,0,14,18,16,4,no
GMC Safari,4.3,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YGMXT04.3188,van,1,14,18,16,4,no
GMC Safari,4.3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXT04.3188,van,1,15,20,17,4,no
GMC Safari,4.3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXT04.3188,van,1,15,19,16,4,no
GMC Safari,4.3,6,Auto-L4,4WD,Gasoline,CA,ULEV,ULEV,YGMXA04.3189,van,1,14,18,16,4,no
GMC Safari,4.3,6,Auto-L4,4WD,Gasoline,CA,ULEV,ULEV,YGMXA04.3189,van,1,13,18,15,3,no
GMC Safari,4.3,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YGMXT04.3182,van,0,14,18,16,4,no
GMC Safari,4.3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT04.3182,van,0,15,20,17,4,no
GMC Safari,4.3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT04.3182,van,0,15,19,16,4,no
GMC Safari,4.3,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YGMXT04.3183,van,0,14,18,16,4,no
GMC Safari,4.3,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YGMXT04.3183,van,0,13,18,15,3,no
GMC Savana 1500,4.3,6,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YGMXA04.3192,van,1,13,17,15,3,no
GMC Savana 1500,4.3,6,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YGMXA04.3192,van,1,13,16,14,2,no
GMC Savana 1500,4.3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT04.3180,van,0,13,17,15,3,no
GMC Savana 1500,4.3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT04.3185,van,0,13,17,15,3,no
GMC Savana 1500,4.3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT04.3185,van,0,13,16,14,2,no
GMC Savana 1500,5,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT05.7188,van,0,13,17,15,3,no
GMC Savana 1500,5,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT05.7189,van,0,13,17,15,3,no
GMC Savana 1500,5,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT05.7189,van,0,13,16,14,2,no
GMC Savana 1500,5,8,Auto-L4,2WD,Gasoline,CA,T1,TIER 1,YGMXT05.7188,van,0,13,17,15,3,no
GMC Savana 1500,5,8,Auto-L4,2WD,Gasoline,CA,T1,TIER 1,YGMXT05.7189,van,0,13,17,15,3,no
GMC Savana 1500,5,8,Auto-L4,2WD,Gasoline,CA,T1,TIER 1,YGMXT05.7189,van,0,13,16,14,2,no
GMC Savana 1500,5.7,8,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YGMXA05.7185,van,0,12,16,14,2,no
GMC Savana 1500,5.7,8,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YGMXA05.7185,van,0,12,17,14,2,no
GMC Savana 1500,5.7,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT05.7187,van,0,12,16,14,2,no
GMC Savana 1500,5.7,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT05.7187,van,0,12,17,14,2,no
GMC Savana 2500,4.3,6,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YGMXA04.3192,van,1,13,17,15,3,no
GMC Savana 2500,4.3,6,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YGMXA04.3192,van,1,13,16,14,2,no
GMC Savana 2500,4.3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT04.3180,van,0,13,17,15,3,no
GMC Savana 2500,4.3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT04.3185,van,0,13,17,15,3,no
GMC Savana 2500,4.3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT04.3185,van,0,13,16,14,2,no
GMC Savana 2500,5,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT05.7188,van,0,13,17,15,3,no
GMC Savana 2500,5,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT05.7189,van,0,13,17,15,3,no
GMC Savana 2500,5,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT05.7189,van,0,13,16,14,2,no
GMC Savana 2500,5,8,Auto-L4,2WD,Gasoline,CA,T1,TIER 1,YGMXT05.7188,van,0,13,17,15,3,no
GMC Savana 2500,5,8,Auto-L4,2WD,Gasoline,CA,T1,TIER 1,YGMXT05.7189,van,0,13,17,15,3,no
GMC Savana 2500,5,8,Auto-L4,2WD,Gasoline,CA,T1,TIER 1,YGMXT05.7189,van,0,13,16,14,2,no
GMC Savana 2500,5.7,8,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YGMXA05.7185,van,0,12,16,14,2,no
GMC Savana 2500,5.7,8,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YGMXA05.7185,van,0,12,17,14,2,no
GMC Savana 2500,5.7,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT05.7187,van,0,12,16,14,2,no
GMC Savana 2500,5.7,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT05.7187,van,0,12,17,14,2,no
GMC Savana 3500,5.7,,,,Gasoline,CA,T1,TIER 1,YGMXA05.7191,van,0,N/A,N/A,N/A,N/A,no
GMC Savana 3500,5.7,,,,Gasoline,CA,T1,TIER 1,YGMXA05.7191,van,0,N/A,N/A,N/A,N/A,no
GMC Savana 3500,7.4,,,,Gasoline,CA,T1,TIER 1,YGMXA07.4201,van,0,N/A,N/A,N/A,N/A,no
GMC Savana 3500,7.4,,,,Gasoline,CA,T1,TIER 1,YGMXA07.4201,van,0,N/A,N/A,N/A,N/A,no
GMC Sierra 1500,4.3,6,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YGMXA04.3190,pickup,1,15,19,16,4,no
GMC Sierra 1500,4.3,6,Auto-L4,4WD,Gasoline,CA,LEV,LEV,YGMXA04.3190,pickup,1,14,18,16,4,no
GMC Sierra 1500,4.8,8,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YGMXA05.3183,pickup,1,14,19,16,4,no
GMC Sierra 1500,4.8,8,Auto-L4,4WD,Gasoline,CA,LEV,LEV,YGMXA05.3183,pickup,1,14,17,15,3,no
GMC Sierra 1500,5.3,8,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YGMXA05.3183,pickup,1,14,19,16,4,no
GMC Sierra 1500,5.3,8,Auto-L4,4WD,Gasoline,CA,LEV,LEV,YGMXA05.3183,pickup,1,13,16,14,2,no
GMC Sierra 1500,4.3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT04.3184,pickup,0,15,19,16,4,no
GMC Sierra 1500,4.3,6,Man-5,2WD,Gasoline,FA,T1,TIER 1,YGMXT04.3184,pickup,0,15,21,18,5,no
GMC Sierra 1500,4.3,6,Man-5,4WD,Gasoline,FA,T1,TIER 1,YGMXT04.3184,pickup,0,13,16,15,3,no
GMC Sierra 1500,4.3,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YGMXT04.3184,pickup,0,14,18,16,4,no
GMC Sierra 1500,4.3,6,Auto-L4,2WD,Gasoline,CA,T1,TIER 1,YGMXT04.3184,pickup,0,15,19,16,4,no
GMC Sierra 1500,4.3,6,Man-5,2WD,Gasoline,CA,T1,TIER 1,YGMXT04.3184,pickup,0,15,21,18,5,no
GMC Sierra 1500,4.3,6,Man-5,4WD,Gasoline,CA,T1,TIER 1,YGMXT04.3184,pickup,0,13,16,15,3,no
GMC Sierra 1500,4.3,6,Auto-L4,4WD,Gasoline,CA,T1,TIER 1,YGMXT04.3184,pickup,0,14,18,16,4,no
GMC Sierra 1500,4.8,8,Man-5,2WD,Gasoline,FA,T1,TIER 1,YGMXT05.3181,pickup,0,14,19,16,4,no
GMC Sierra 1500,4.8,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT05.3181,pickup,0,14,19,16,4,no
GMC Sierra 1500,4.8,8,Man-5,4WD,Gasoline,FA,T1,TIER 1,YGMXT05.3181,pickup,0,13,18,15,3,no
GMC Sierra 1500,4.8,8,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YGMXT05.3181,pickup,0,14,17,15,3,no
GMC Sierra 1500,4.8,8,Man-5,2WD,Gasoline,CA,T1,TIER 1,YGMXT05.3181,pickup,0,14,19,16,4,no
GMC Sierra 1500,4.8,8,Auto-L4,2WD,Gasoline,CA,T1,TIER 1,YGMXT05.3181,pickup,0,14,19,16,4,no
GMC Sierra 1500,4.8,8,Man-5,4WD,Gasoline,CA,T1,TIER 1,YGMXT05.3181,pickup,0,13,18,15,3,no
GMC Sierra 1500,4.8,8,Auto-L4,4WD,Gasoline,CA,T1,TIER 1,YGMXT05.3181,pickup,0,14,17,15,3,no
GMC Sierra 1500,5.3,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT05.3181,pickup,0,14,19,16,4,no
GMC Sierra 1500,5.3,8,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YGMXT05.3181,pickup,0,13,16,14,2,no
GMC Sierra 1500,5.3,8,Auto-L4,2WD,Gasoline,CA,T1,TIER 1,YGMXT05.3181,pickup,0,14,19,16,4,no
GMC Sierra 1500,5.3,8,Auto-L4,4WD,Gasoline,CA,T1,TIER 1,YGMXT05.3181,pickup,0,13,16,14,2,no
GMC Sierra 2500,5.3,8,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YGMXA05.3183,pickup,1,14,18,15,3,no
GMC Sierra 2500,5.3,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT05.3181,pickup,0,14,18,15,3,no
GMC Sierra 2500,5.7,,,2WD,Gasoline,CA,T1,TIER 1,YGMXA05.7191,pickup,0,N/A,N/A,N/A,N/A,no
GMC Sierra 2500,5.7,,,4WD,Gasoline,CA,T1,TIER 1,YGMXA05.7191,pickup,0,N/A,N/A,N/A,N/A,no
GMC Sierra 2500,6,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT06.0192,pickup,0,11,15,12,0,no
GMC Sierra 2500,6,8,Auto-L4,2WD,Gasoline,CA,T1,TIER 1,YGMXT06.0192,pickup,0,11,15,12,0,no
GMC Sierra 2500,6,,,4WD,Gasoline,CA,T1,TIER 1,YGMXT06.0192,pickup,0,N/A,N/A,N/A,N/A,no
GMC Sierra 2500,7.4,,,2WD,Gasoline,CA,T1,TIER 1,YGMXA07.4201,pickup,0,N/A,N/A,N/A,N/A,no
GMC Sierra 2500,7.4,,,4WD,Gasoline,CA,T1,TIER 1,YGMXA07.4201,pickup,0,N/A,N/A,N/A,N/A,no
GMC Sierra 2500 Dual-Fuel,5.7,,,2WD,CNG/gas,CF,N/A*,LEV,YTJXT05.7191,pickup,N/A*,N/A,N/A,N/A,N/A*,N/A*
GMC Sierra 2500 Dual-Fuel,5.7,,,4WD,CNG/gas,CF,N/A*,LEV,YTJXT05.7191,pickup,N/A*,N/A,N/A,N/A,N/A*,N/A*
GMC Sierra 3500,5.7,,,2WD,Gasoline,CA,T1,TIER 1,YGMXA05.7191,pickup,0,N/A,N/A,N/A,N/A,no
GMC Sierra 3500,5.7,,,4WD,Gasoline,CA,T1,TIER 1,YGMXA05.7191,pickup,0,N/A,N/A,N/A,N/A,no
GMC Sierra 3500,7.4,,,2WD,Gasoline,CA,T1,TIER 1,YGMXA07.4201,pickup,0,N/A,N/A,N/A,N/A,no
GMC Sierra 3500,7.4,,,4WD,Gasoline,CA,T1,TIER 1,YGMXA07.4201,pickup,0,N/A,N/A,N/A,N/A,no
GMC Sierra 3500 Dual-Fuel,5.7,,,4WD,CNG/gas,CF,N/A*,LEV,YTJXT05.7191,pickup,N/A*,N/A,N/A,N/A,N/A*,N/A*
GMC Sonoma,2.2,4,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YGMXT02.2122,pickup,2,17,23,19,5,no
GMC Sonoma,2.2,4,Man-5,2WD,Gasoline,NF,LEV,LEV,YGMXT02.2122,pickup,2,19,25,22,6,no
GMC Sonoma,4.3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXT04.3187,pickup,2,15,20,17,4,no
GMC Sonoma,2.2,4,Auto-L4,2WD,Gasoline,CL,TLEV,TLEV,YGMXX02.2023,pickup,1,17,24,19,5,no
GMC Sonoma,2.2,4,Man-5,2WD,Gasoline,CL,TLEV,TLEV,YGMXX02.2023,pickup,1,20,26,23,7,no
GMC Sonoma,4.3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXT04.3188,pickup,1,15,20,17,4,no
GMC Sonoma,4.3,6,Man-5,2WD,Gasoline,CL,LEV,LEV,YGMXT04.3188,pickup,1,16,21,18,5,no
GMC Sonoma,4.3,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YGMXT04.3188,pickup,1,14,19,16,4,no
GMC Sonoma,4.3,6,Man-5,4WD,Gasoline,CL,LEV,LEV,YGMXT04.3188,pickup,1,15,20,17,4,no
GMC Sonoma,4.3,6,Man-5,2WD,Gasoline,CL,TLEV,TLEV,YGMXT04.3186,pickup,1,16,21,18,5,no
GMC Sonoma,2.2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT02.2121,pickup,0,17,23,19,5,no
GMC Sonoma,2.2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YGMXT02.2121,pickup,0,19,25,22,6,no
GMC Sonoma,2.2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXX02.4021,pickup,0,17,24,19,5,no
GMC Sonoma,2.2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YGMXX02.4021,pickup,0,20,26,23,7,no
GMC Sonoma,4.3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT04.3181,pickup,0,15,20,17,4,no
GMC Sonoma,4.3,6,Man-5,2WD,Gasoline,FA,T1,TIER 1,YGMXT04.3181,pickup,0,16,21,18,5,no
GMC Sonoma,4.3,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YGMXT04.3182,pickup,0,14,19,16,4,no
GMC Sonoma,4.3,6,Man-5,4WD,Gasoline,FA,T1,TIER 1,YGMXT04.3182,pickup,0,15,20,17,4,no
GMC Yukon 1500,5.7,8,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YGMXA05.7194,SUV,1,12,16,14,2,no
GMC Yukon 1500,4.8,,,2WD,Gasoline,CA,LEV,LEV,YGMXA05.3184,SUV,0,N/A,N/A,N/A,N/A,no
GMC Yukon 1500,4.8,8,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YGMXA05.3184,SUV,0,13,17,14,2,no
GMC Yukon 1500,4.8,8,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YGMXA05.3184,SUV,0,13,18,15,3,no
GMC Yukon 1500,4.8,8,Auto-L4,4WD,Gasoline,CA,LEV,LEV,YGMXA05.3184,SUV,0,13,16,14,2,no
GMC Yukon 1500,4.8,,,2WD,Gasoline,FA,T1,TIER 1,YGMXT05.3182,SUV,0,N/A,N/A,N/A,N/A,no
GMC Yukon 1500,4.8,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT05.3182,SUV,0,13,17,14,2,no
GMC Yukon 1500,4.8,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT05.3182,SUV,0,13,18,15,3,no
GMC Yukon 1500,4.8,8,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YGMXT05.3182,SUV,0,13,16,14,2,no
GMC Yukon 1500,5,,,4WD,Gasoline,FA,T1,TIER 1,YGMXT05.7189,SUV,0,N/A,N/A,N/A,N/A,no
GMC Yukon 1500,5,,,4WD,Gasoline,CA,T1,TIER 1,YGMXT05.7189,SUV,0,N/A,N/A,N/A,N/A,no
GMC Yukon 1500,5.3,,,2WD,Gasoline,CA,LEV,LEV,YGMXA05.3184,SUV,0,N/A,N/A,N/A,N/A,no
GMC Yukon 1500,5.3,8,Auto-L4,4WD,Gasoline,CA,LEV,LEV,YGMXA05.3184,SUV,0,12,15,13,1,no
GMC Yukon 1500,5.3,8,Auto-L4,4WD,Gasoline,CA,LEV,LEV,YGMXA05.3184,SUV,0,13,16,14,2,no
GMC Yukon 1500,5.3,,,2WD,Gasoline,FA,T1,TIER 1,YGMXT05.3182,SUV,0,N/A,N/A,N/A,N/A,no
GMC Yukon 1500,5.3,8,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YGMXT05.3182,SUV,0,12,15,13,1,no
GMC Yukon 1500,5.7,,,4WD,Gasoline,CF,N/A*,LEV,YGMXT05.7190,SUV,N/A*,N/A,N/A,N/A,N/A*,N/A*
GMC Yukon 1500,5.7,8,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YGMXA05.7185,SUV,0,12,17,14,2,no
GMC Yukon 1500,5.7,,,4WD,Gasoline,CA,LEV,LEV,YGMXA05.7185,SUV,0,N/A,N/A,N/A,N/A,no
GMC Yukon 1500,5.7,8,Auto-L4,4WD,Gasoline,CA,LEV,LEV,YGMXA05.7185,SUV,0,11,15,13,1,no
GMC Yukon 1500,5.7,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT05.7188,SUV,0,12,16,14,2,no
GMC Yukon 1500,5.7,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT05.7189,SUV,0,12,17,14,2,no
GMC Yukon 1500,5.7,,,4WD,Gasoline,FA,T1,TIER 1,YGMXT05.7189,SUV,0,N/A,N/A,N/A,N/A,no
GMC Yukon 1500,5.7,8,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YGMXT05.7189,SUV,0,11,15,13,1,no
GMC Yukon 1500,5.7,8,Auto-L4,2WD,Gasoline,CA,T1,TIER 1,YGMXT05.7188,SUV,0,12,16,14,2,no
GMC Yukon 1500,5.7,8,Auto-L4,2WD,Gasoline,CA,T1,TIER 1,YGMXT05.7189,SUV,0,12,17,14,2,no
GMC Yukon 1500,5.7,,,4WD,Gasoline,CA,T1,TIER 1,YGMXT05.7189,SUV,0,N/A,N/A,N/A,N/A,no
GMC Yukon 1500,5.7,8,Auto-L4,4WD,Gasoline,CA,T1,TIER 1,YGMXT05.7189,SUV,0,11,15,13,1,no
GMC Yukon 2500,5.7,,,2WD,Gasoline,CA,T1,TIER 1,YGMXA05.7191,special purpose,0,N/A,N/A,N/A,N/A,no
GMC Yukon 2500,5.7,,,4WD,Gasoline,CA,T1,TIER 1,YGMXA05.7191,special purpose,0,N/A,N/A,N/A,N/A,no
GMC Yukon 2500,6,,,2WD,Gasoline,CA,T1,TIER 1,YGMXT06.0192,special purpose,0,N/A,N/A,N/A,N/A,no
GMC Yukon 2500,6,,,4WD,Gasoline,CA,T1,TIER 1,YGMXT06.0192,special purpose,0,N/A,N/A,N/A,N/A,no
GMC Yukon 2500,7.4,,,2WD,Gasoline,CA,T1,TIER 1,YGMXA07.4201,special purpose,0,N/A,N/A,N/A,N/A,no
GMC Yukon 2500,7.4,,,4WD,Gasoline,CA,T1,TIER 1,YGMXA07.4201,special purpose,0,N/A,N/A,N/A,N/A,no
HONDA Accord,2.3,4,Auto-L4,2WD,Gasoline,CA,SLEV,SULEV,YHNXV02.3NL5,midsize car,9,20,28,23,7,yes
HONDA Accord,2.3,4,Auto-L4,2WD,Gasoline,CL,ULEV,ULEV,YHNXV02.3PL4,midsize car,3,20,28,23,7,no
HONDA Accord,2.3,4,Man-5,2WD,Gasoline,CL,ULEV,ULEV,YHNXV02.3PL4,midsize car,3,22,29,24,7,no
HONDA Accord,2.3,4,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YHNXV02.3PA3,midsize car,2,19,26,22,6,no
HONDA Accord,2.3,4,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YHNXV02.3PF3,midsize car,2,20,28,23,7,no
HONDA Accord,2.3,4,Man-5,2WD,Gasoline,NF,LEV,LEV,YHNXV02.3PA3,midsize car,2,21,27,23,7,no
HONDA Accord,2.3,4,Man-5,2WD,Gasoline,NF,LEV,LEV,YHNXV02.3PF3,midsize car,2,22,29,24,7,no
HONDA Accord,3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YHNXV03.0FA3,midsize car,2,18,25,21,6,no
HONDA CR-V,2,4,Auto-L4,2WD,Gasoline,CL,TLEV,TLEV,YHNXT02.0UA2,SUV,1,20,23,21,6,no
HONDA CR-V,2,4,Man-5,4WD,Gasoline,CL,TLEV,TLEV,YHNXT02.0UA2,SUV,1,19,23,21,6,no
HONDA CR-V,2,4,Auto-L4,4WD,Gasoline,CL,TLEV,TLEV,YHNXT02.0UA2,SUV,1,19,23,21,6,no
HONDA Civic,1.6,4,Auto-L4,2WD,CNG,CA,SLEV,SULEV,YHNXV01.6KA5,small car,9,24,31,27,9,yes
HONDA Civic,1.6,4,Auto-L4,2WD,CNG,NL+CF,ULEV,ULEV,YHNXV01.6KA5,small car,3,24,31,27,9,no
HONDA Civic,1.6,4,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YHNXV01.6TA3,small car,2,24,32,27,8,no
HONDA Civic,1.6,4,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YHNXV01.6CA3,small car,2,24,32,27,8,no
HONDA Civic,1.6,4,Man-5,2WD,Gasoline,NF,LEV,LEV,YHNXV01.6TA3,small car,2,25,32,28,8,no
HONDA Civic,1.6,4,Man-5,2WD,Gasoline,NF,LEV,LEV,YHNXV01.6CA3,small car,2,27,33,30,8,no
HONDA Civic,1.6,4,Man-5,2WD,Gasoline,CL,TLEV,TLEV,YHNXV01.6VA2,small car,1,22,29,25,7,no
HONDA Civic HX,1.6,4,Auto-AV,2WD,Gasoline,CE,TLEV,TLEV,YHNXV01.6JL2,small car,1,29,35,31,9,no
HONDA Civic HX,1.6,4,Man-5,2WD,Gasoline,CE,TLEV,TLEV,YHNXV01.6JL2,small car,1,30,39,33,9,no
HONDA Civic HX,1.6,4,Auto-AV,2WD,Gasoline,FA,T1,TIER 1,YHNXV01.6JF1,small car,0,29,35,31,9,no
HONDA Civic HX,1.6,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YHNXV01.6JF1,small car,0,30,39,33,9,no
HONDA Insight,1,3,Man-5,2WD,Gasoline,CA,ULEV,ULEV,YHNXV01.0LA4,small car,3,49,61,53,10,no
HONDA Insight,1,3,Man-5,2WD,Gasoline,NL+CF,LEV,LEV,YHNXV01.0LA4,small car,2,49,61,53,10,no
HONDA Odyssey,3.5,6,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YHNXT03.5EA3,minivan,1,16,23,19,5,no
HONDA Passport,3.2,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSZXT03.52JK,SUV,1,15,19,16,4,no
HONDA Passport,3.2,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YSZXT03.52JK,SUV,1,14,19,16,4,no
HONDA Passport,3.2,6,Man-5,2WD,Gasoline,CL,TLEV,TLEV,YSZXT03.52GK,SUV,1,15,18,16,4,no
HONDA Passport,3.2,6,Man-5,4WD,Gasoline,CL,TLEV,TLEV,YSZXT03.52GK,SUV,1,15,18,16,4,no
HONDA Prelude,2.2,4,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YHNXV02.2SA1,small car,0,19,24,21,6,no
HONDA Prelude,2.2,4,Man-5,2WD,Gasoline,CL,T1,TIER 1,YHNXV02.2SA1,small car,0,20,25,22,6,no
